correlationId,lock,ndef.records.0.type,ndef.records.0.url,chip.ntag424.files.ccFileAccessRights.readCondition,chip.ntag424.files.ccFileAccessRights.writeCondition,chip.ntag424.files.ccFileAccessRights.readWriteCondition,chip.ntag424.files.ccFileAccessRights.changeCondition,chip.ntag424.files.ndefFileAccessRights.readCondition,chip.ntag424.files.ndefFileAccessRights.writeCondition,chip.ntag424.files.ndefFileAccessRights.readWriteCondition,chip.ntag424.files.ndefFileAccessRights.changeCondition,chip.ntag424.files.proprietaryFileAccessRights.readCondition,chip.ntag424.files.proprietaryFileAccessRights.writeCondition,chip.ntag424.files.proprietaryFileAccessRights.readWriteCondition,chip.ntag424.files.proprietaryFileAccessRights.changeCondition,chip.ntag424.newKeys.key0,chip.ntag424.newKeys.key0Diversified,chip.ntag424.newKeys.key1,chip.ntag424.newKeys.key1Diversified,chip.ntag424.newKeys.key2,chip.ntag424.newKeys.key2Diversified,chip.ntag424.newKeys.key3,chip.ntag424.newKeys.key3Diversified,chip.ntag424.newKeys.key4,chip.ntag424.newKeys.key4Diversified,chip.ntag424.sdmSettings.accessRights.fileRead,chip.ntag424.sdmSettings.accessRights.metaRead,chip.ntag424.sdmSettings.accessRights.readCounter,chip.ntag424.sdmSettings.offsets.piccData,chip.ntag424.sdmSettings.offsets.macInput,chip.ntag424.sdmSettings.offsets.mac,chip.ntag424.sdmSettings.options.encryptFileData,chip.ntag424.sdmSettings.options.readCounter,chip.ntag424.sdmSettings.options.readCounterLimit,chip.ntag424.sdmSettings.options.uidMirroring
local_1,FALSE,WEBSITE,http://192.168.1.81:3000/nfc/scan?tagId=68eff2fc1db65e947fc48fbe&piccdata=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx&cmac=xxxxxxxxxxxxxxxx,FREE,APP_KEY_0,APP_KEY_0,APP_KEY_0,FREE,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,APP_KEY_0,APP_KEY_0,FREE,74,112,112,FALSE,TRUE,FALSE,TRUE
local_ltc_1,FALSE,WEBSITE,http://10.30.0.231:3000/nfc/scan?tagId=68eff2fc1db65e947fc48fbe&piccdata=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx&cmac=xxxxxxxxxxxxxxxx,FREE,APP_KEY_0,APP_KEY_0,APP_KEY_0,FREE,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,APP_KEY_0,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,00000000000000000000000000000000,FALSE,APP_KEY_0,APP_KEY_0,FREE,73,111,111,FALSE,TRUE,FALSE,TRUE
